cdr_id,caller,receiver,call_datetime,duration_seconds,call_type,cell_tower
66,7654321098,7123456789,2024-01-01T10:36:00,139,Mobile-Mobile,Tower_UP_Kanpur
67,7654321098,7123456789,2024-01-01T20:59:00,389,Mobile-Mobile,Tower_Mumbai_Central
68,7654321098,7123456789,2024-01-01T19:34:00,266,Mobile-Mobile,Tower_Bangalore
69,7654321098,7123456789,2024-01-01T15:06:00,590,Mobile-Mobile,Tower_Delhi_Central
70,7654321098,7123456789,2024-01-01T23:36:00,334,Mobile-Mobile,Tower_Delhi_Central
71,7654321098,7123456789,2024-01-01T14:34:00,1158,Mobile-Mobile,Tower_Bangalore
72,7654321098,7123456789,2024-01-01T11:38:00,385,Mobile-Mobile,Tower_UP_Kanpur
73,7654321098,7123456789,2024-01-01T20:59:00,1013,Mobile-Mobile,Tower_Bangalore
74,7654321098,7123456789,2024-01-01T10:02:00,44,Mobile-Mobile,Tower_UP_Kanpur
75,7654321098,7123456789,2024-01-01T14:04:00,825,Mobile-Mobile,Tower_Bangalore
76,7123456789,7654321098,2024-01-01T10:19:00,526,Mobile-Mobile,Tower_Mumbai_Central
77,7123456789,7654321098,2024-01-01T09:30:00,418,Mobile-Mobile,Tower_Bangalore
78,7123456789,7654321098,2024-01-01T14:14:00,109,Mobile-Mobile,Tower_UP_Kanpur
79,7123456789,7654321098,2024-01-01T01:05:00,1163,Mobile-Mobile,Tower_Delhi_Central
80,7123456789,7654321098,2024-01-01T18:24:00,1146,Mobile-Mobile,Tower_Delhi_Central
81,7123456789,7654321098,2024-01-01T23:16:00,245,Mobile-Mobile,Tower_Mumbai_Central
82,7123456789,7654321098,2024-01-01T18:16:00,644,Mobile-Mobile,Tower_Delhi_Central
83,7123456789,7654321098,2024-01-01T10:22:00,379,Mobile-Mobile,Tower_Mumbai_Central
84,7123456789,7654321098,2024-01-01T23:43:00,885,Mobile-Mobile,Tower_UP_Kanpur
85,7123456789,7654321098,2024-01-01T14:56:00,154,Mobile-Mobile,Tower_Delhi_Central
86,7123456789,7654321098,2024-01-01T11:41:00,220,Mobile-Mobile,Tower_Bangalore
87,7123456789,7654321098,2024-01-01T02:55:00,584,Mobile-Mobile,Tower_Mumbai_Central
88,7123456789,7654321098,2024-01-01T16:47:00,803,Mobile-Mobile,Tower_Mumbai_Central
89,7123456789,7654321098,2024-01-01T02:37:00,1098,Mobile-Mobile,Tower_Bangalore
90,7123456789,7654321098,2024-01-01T21:47:00,789,Mobile-Mobile,Tower_Bangalore
91,6543210987,6234567890,2024-01-01T23:35:00,705,Mobile-Mobile,Tower_Delhi_Central
92,6543210987,6234567890,2024-01-01T09:18:00,1160,Mobile-Mobile,Tower_Mumbai_Central
93,6543210987,6234567890,2024-01-01T21:09:00,534,Mobile-Mobile,Tower_Bangalore
94,6543210987,6234567890,2024-01-01T01:31:00,54,Mobile-Mobile,Tower_Mumbai_Central
95,6543210987,6234567890,2024-01-01T14:05:00,654,Mobile-Mobile,Tower_Bangalore
96,6543210987,6234567890,2024-01-01T12:11:00,253,Mobile-Mobile,Tower_Bangalore
97,6543210987,6234567890,2024-01-01T10:19:00,1088,Mobile-Mobile,Tower_Mumbai_Central
98,6543210987,6234567890,2024-01-01T23:50:00,805,Mobile-Mobile,Tower_Mumbai_Central
99,6543210987,6234567890,2024-01-01T23:16:00,440,Mobile-Mobile,Tower_Delhi_Central
100,6543210987,6234567890,2024-01-01T03:55:00,270,Mobile-Mobile,Tower_Delhi_Central
101,6543210987,6234567890,2024-01-01T17:34:00,502,Mobile-Mobile,Tower_Delhi_Central
102,6543210987,6234567890,2024-01-01T03:15:00,204,Mobile-Mobile,Tower_Bangalore
103,9876543210,9123456789,2024-01-02T10:12:00,38,Mobile-Mobile,Tower_Bangalore
104,9876543210,9123456789,2024-01-02T14:25:00,868,Mobile-Mobile,Tower_Mumbai_Central
105,9876543210,9123456789,2024-01-02T17:22:00,394,Mobile-Mobile,Tower_UP_Kanpur
106,9876543210,9123456789,2024-01-02T15:17:00,242,Mobile-Mobile,Tower_Mumbai_Central
107,9876543210,9123456789,2024-01-02T03:36:00,434,Mobile-Mobile,Tower_Bangalore
108,9876543210,9123456789,2024-01-02T10:50:00,953,Mobile-Mobile,Tower_Delhi_Central
109,9876543210,9123456789,2024-01-02T03:13:00,138,Mobile-Mobile,Tower_UP_Kanpur
110,9876543210,9123456789,2024-01-02T03:46:00,739,Mobile-Mobile,Tower_Mumbai_Central
111,9876543210,8765432109,2024-01-02T10:49:00,310,Mobile-Mobile,Tower_UP_Kanpur
112,9876543210,8765432109,2024-01-02T15:07:00,414,Mobile-Mobile,Tower_Bangalore
113,9876543210,8765432109,2024-01-02T01:43:00,92,Mobile-Mobile,Tower_Delhi_Central
114,9876543210,8765432109,2024-01-02T01:50:00,546,Mobile-Mobile,Tower_Bangalore
115,9876543210,8765432109,2024-01-02T18:30:00,989,Mobile-Mobile,Tower_Delhi_Central
116,9876543210,8765432109,2024-01-02T23:30:00,356,Mobile-Mobile,Tower_Mumbai_Central
117,9876543210,8765432109,2024-01-02T17:15:00,485,Mobile-Mobile,Tower_Mumbai_Central
118,9876543210,8765432109,2024-01-02T18:30:00,290,Mobile-Mobile,Tower_Mumbai_Central
119,9876543210,7654321098,2024-01-02T09:09:00,1024,Mobile-Mobile,Tower_UP_Kanpur
120,9876543210,7654321098,2024-01-02T02:21:00,853,Mobile-Mobile,Tower_UP_Kanpur
121,9876543210,7654321098,2024-01-02T23:14:00,862,Mobile-Mobile,Tower_UP_Kanpur
122,9876543210,7654321098,2024-01-02T17:45:00,1095,Mobile-Mobile,Tower_UP_Kanpur
123,9876543210,7654321098,2024-01-02T20:53:00,344,Mobile-Mobile,Tower_Delhi_Central
124,9876543210,7654321098,2024-01-02T15:18:00,648,Mobile-Mobile,Tower_Delhi_Central
125,9876543210,7654321098,2024-01-02T14:43:00,221,Mobile-Mobile,Tower_Mumbai_Central
126,9876543210,7654321098,2024-01-02T15:56:00,296,Mobile-Mobile,Tower_UP_Kanpur
127,9123456789,9876543210,2024-01-02T23:29:00,300,Mobile-Mobile,Tower_UP_Kanpur
128,9123456789,9876543210,2024-01-02T02:52:00,1002,Mobile-Mobile,Tower_UP_Kanpur
129,9123456789,9876543210,2024-01-02T13:09:00,596,Mobile-Mobile,Tower_UP_Kanpur
130,9123456789,9876543210,2024-01-02T01:17:00,280,Mobile-Mobile,Tower_UP_Kanpur
131,9123456789,9876543210,2024-01-02T12:37:00,488,Mobile-Mobile,Tower_UP_Kanpur
132,9123456789,9876543210,2024-01-02T23:31:00,109,Mobile-Mobile,Tower_Delhi_Central
133,9012345678,9876543210,2024-01-02T23:25:00,41,Mobile-Mobile,Tower_UP_Kanpur
134,9012345678,9876543210,2024-01-02T23:29:00,321,Mobile-Mobile,Tower_Mumbai_Central
135,9012345678,9876543210,2024-01-02T02:33:00,989,Mobile-Mobile,Tower_Delhi_Central
136,9012345678,9876543210,2024-01-02T15:56:00,325,Mobile-Mobile,Tower_UP_Kanpur
137,9012345678,9876543210,2024-01-02T23:49:00,819,Mobile-Mobile,Tower_Mumbai_Central
138,9012345678,9876543210,2024-01-02T13:30:00,246,Mobile-Mobile,Tower_Mumbai_Central
139,9012345678,9876543210,2024-01-02T01:49:00,183,Mobile-Mobile,Tower_Bangalore
140,8765432109,8912345678,2024-01-02T02:27:00,693,Mobile-Mobile,Tower_UP_Kanpur
141,8765432109,8912345678,2024-01-02T21:11:00,786,Mobile-Mobile,Tower_Mumbai_Central
142,8765432109,8912345678,2024-01-02T14:40:00,822,Mobile-Mobile,Tower_Bangalore
143,8765432109,8912345678,2024-01-02T02:37:00,485,Mobile-Mobile,Tower_Mumbai_Central
144,8765432109,8912345678,2024-01-02T02:48:00,221,Mobile-Mobile,Tower_Delhi_Central
145,8765432109,8912345678,2024-01-02T11:25:00,805,Mobile-Mobile,Tower_Mumbai_Central
146,8765432109,8912345678,2024-01-02T13:45:00,81,Mobile-Mobile,Tower_Mumbai_Central
147,8765432109,8912345678,2024-01-02T10:54:00,449,Mobile-Mobile,Tower_UP_Kanpur
148,8765432109,6543210987,2024-01-02T02:08:00,1069,Mobile-Mobile,Tower_Bangalore
149,8765432109,6543210987,2024-01-02T01:10:00,662,Mobile-Mobile,Tower_Delhi_Central
150,8765432109,6543210987,2024-01-02T11:08:00,699,Mobile-Mobile,Tower_UP_Kanpur
151,8765432109,6543210987,2024-01-02T19:02:00,1076,Mobile-Mobile,Tower_UP_Kanpur
152,8765432109,6543210987,2024-01-02T03:39:00,766,Mobile-Mobile,Tower_Mumbai_Central
153,8765432109,6543210987,2024-01-02T03:31:00,1003,Mobile-Mobile,Tower_UP_Kanpur
154,7654321098,7123456789,2024-01-02T10:27:00,450,Mobile-Mobile,Tower_Bangalore
155,7654321098,7123456789,2024-01-02T01:34:00,1169,Mobile-Mobile,Tower_Mumbai_Central
156,7654321098,7123456789,2024-01-02T15:41:00,382,Mobile-Mobile,Tower_Delhi_Central
157,7654321098,7123456789,2024-01-02T09:25:00,685,Mobile-Mobile,Tower_Bangalore
158,7654321098,7123456789,2024-01-02T17:27:00,751,Mobile-Mobile,Tower_Delhi_Central
159,7654321098,7123456789,2024-01-02T19:50:00,263,Mobile-Mobile,Tower_UP_Kanpur
160,7654321098,7123456789,2024-01-02T16:49:00,698,Mobile-Mobile,Tower_Mumbai_Central
161,7654321098,7123456789,2024-01-02T03:23:00,1083,Mobile-Mobile,Tower_Delhi_Central
162,7654321098,7123456789,2024-01-02T03:01:00,1080,Mobile-Mobile,Tower_UP_Kanpur
163,7654321098,7123456789,2024-01-02T15:55:00,807,Mobile-Mobile,Tower_Bangalore
164,7654321098,7123456789,2024-01-02T13:20:00,394,Mobile-Mobile,Tower_Mumbai_Central
165,7654321098,7123456789,2024-01-02T23:57:00,886,Mobile-Mobile,Tower_Mumbai_Central
166,7654321098,7123456789,2024-01-02T17:00:00,677,Mobile-Mobile,Tower_UP_Kanpur
167,7654321098,7123456789,2024-01-02T19:38:00,442,Mobile-Mobile,Tower_Bangalore
168,7123456789,7654321098,2024-01-02T21:07:00,80,Mobile-Mobile,Tower_Mumbai_Central
169,7123456789,7654321098,2024-01-02T21:02:00,1092,Mobile-Mobile,Tower_UP_Kanpur
170,7123456789,7654321098,2024-01-02T09:10:00,229,Mobile-Mobile,Tower_UP_Kanpur
171,7123456789,7654321098,2024-01-02T13:11:00,884,Mobile-Mobile,Tower_Bangalore
172,7123456789,7654321098,2024-01-02T01:02:00,1165,Mobile-Mobile,Tower_UP_Kanpur
173,7123456789,7654321098,2024-01-02T20:17:00,1040,Mobile-Mobile,Tower_Mumbai_Central
174,7123456789,7654321098,2024-01-02T23:01:00,52,Mobile-Mobile,Tower_Bangalore
175,7123456789,7654321098,2024-01-02T23:22:00,359,Mobile-Mobile,Tower_Bangalore
176,7123456789,7654321098,2024-01-02T20:36:00,710,Mobile-Mobile,Tower_Bangalore
177,7123456789,7654321098,2024-01-02T23:33:00,809,Mobile-Mobile,Tower_Delhi_Central
178,7123456789,7654321098,2024-01-02T20:25:00,695,Mobile-Mobile,Tower_UP_Kanpur
179,7123456789,7654321098,2024-01-02T23:10:00,148,Mobile-Mobile,Tower_UP_Kanpur
180,7123456789,7654321098,2024-01-02T11:32:00,561,Mobile-Mobile,Tower_Delhi_Central
181,7123456789,7654321098,2024-01-02T01:59:00,474,Mobile-Mobile,Tower_Mumbai_Central
182,7123456789,7654321098,2024-01-02T09:00:00,753,Mobile-Mobile,Tower_UP_Kanpur
183,7123456789,7654321098,2024-01-02T02:21:00,467,Mobile-Mobile,Tower_Bangalore
184,7123456789,7654321098,2024-01-02T12:18:00,401,Mobile-Mobile,Tower_UP_Kanpur
185,7123456789,7654321098,2024-01-02T01:56:00,318,Mobile-Mobile,Tower_Bangalore
186,6543210987,6234567890,2024-01-02T23:44:00,936,Mobile-Mobile,Tower_Delhi_Central
187,6543210987,6234567890,2024-01-02T17:31:00,686,Mobile-Mobile,Tower_Delhi_Central
188,6543210987,6234567890,2024-01-02T16:56:00,826,Mobile-Mobile,Tower_Bangalore
189,6543210987,6234567890,2024-01-02T03:57:00,257,Mobile-Mobile,Tower_Delhi_Central
190,6543210987,6234567890,2024-01-02T18:49:00,500,Mobile-Mobile,Tower_UP_Kanpur
191,6543210987,6234567890,2024-01-02T11:40:00,1184,Mobile-Mobile,Tower_Delhi_Central
192,6543210987,6234567890,2024-01-02T23:56:00,719,Mobile-Mobile,Tower_Mumbai_Central
193,6543210987,6234567890,2024-01-02T02:24:00,1173,Mobile-Mobile,Tower_Bangalore
194,6543210987,6234567890,2024-01-02T09:58:00,829,Mobile-Mobile,Tower_Mumbai_Central
195,6543210987,6234567890,2024-01-02T13:15:00,325,Mobile-Mobile,Tower_Delhi_Central
196,9876543210,9123456789,2024-01-03T23:25:00,637,Mobile-Mobile,Tower_UP_Kanpur
197,9876543210,9123456789,2024-01-03T02:19:00,1047,Mobile-Mobile,Tower_Mumbai_Central
198,9876543210,9123456789,2024-01-03T03:45:00,230,Mobile-Mobile,Tower_Mumbai_Central
199,9876543210,9123456789,2024-01-03T03:06:00,998,Mobile-Mobile,Tower_Delhi_Central
200,9876543210,9123456789,2024-01-03T17:38:00,93,Mobile-Mobile,Tower_UP_Kanpur
201,9876543210,9123456789,2024-01-03T19:45:00,336,Mobile-Mobile,Tower_UP_Kanpur
202,9876543210,9123456789,2024-01-03T03:59:00,944,Mobile-Mobile,Tower_Delhi_Central
203,9876543210,8765432109,2024-01-03T02:18:00,667,Mobile-Mobile,Tower_Mumbai_Central
204,9876543210,8765432109,2024-01-03T13:03:00,658,Mobile-Mobile,Tower_Bangalore
205,9876543210,8765432109,2024-01-03T21:03:00,751,Mobile-Mobile,Tower_UP_Kanpur
206,9876543210,8765432109,2024-01-03T15:57:00,962,Mobile-Mobile,Tower_Mumbai_Central
207,9876543210,8765432109,2024-01-03T01:27:00,778,Mobile-Mobile,Tower_UP_Kanpur
208,9876543210,8765432109,2024-01-03T18:06:00,213,Mobile-Mobile,Tower_Bangalore
209,9876543210,8765432109,2024-01-03T11:24:00,415,Mobile-Mobile,Tower_Mumbai_Central
210,9876543210,7654321098,2024-01-03T02:50:00,106,Mobile-Mobile,Tower_Mumbai_Central
211,9876543210,7654321098,2024-01-03T03:37:00,548,Mobile-Mobile,Tower_Delhi_Central
212,9876543210,7654321098,2024-01-03T10:00:00,514,Mobile-Mobile,Tower_Bangalore
213,9876543210,7654321098,2024-01-03T17:04:00,858,Mobile-Mobile,Tower_Mumbai_Central
214,9876543210,7654321098,2024-01-03T20:37:00,1010,Mobile-Mobile,Tower_Bangalore
215,9876543210,7654321098,2024-01-03T01:36:00,481,Mobile-Mobile,Tower_Mumbai_Central
216,9123456789,9876543210,2024-01-03T16:51:00,309,Mobile-Mobile,Tower_Bangalore
217,9123456789,9876543210,2024-01-03T11:19:00,158,Mobile-Mobile,Tower_Mumbai_Central
218,9123456789,9876543210,2024-01-03T12:56:00,119,Mobile-Mobile,Tower_Delhi_Central
219,9123456789,9876543210,2024-01-03T01:02:00,536,Mobile-Mobile,Tower_UP_Kanpur
220,9123456789,9876543210,2024-01-03T03:44:00,348,Mobile-Mobile,Tower_Mumbai_Central
221,9123456789,9876543210,2024-01-03T21:19:00,1108,Mobile-Mobile,Tower_Bangalore
222,9123456789,9876543210,2024-01-03T02:09:00,824,Mobile-Mobile,Tower_UP_Kanpur
223,9123456789,9876543210,2024-01-03T20:32:00,523,Mobile-Mobile,Tower_Mumbai_Central
224,9123456789,9876543210,2024-01-03T02:03:00,605,Mobile-Mobile,Tower_UP_Kanpur
225,9123456789,9876543210,2024-01-03T17:40:00,1037,Mobile-Mobile,Tower_Delhi_Central
226,9012345678,9876543210,2024-01-03T11:26:00,884,Mobile-Mobile,Tower_Bangalore
227,9012345678,9876543210,2024-01-03T09:47:00,250,Mobile-Mobile,Tower_Bangalore
228,9012345678,9876543210,2024-01-03T17:01:00,1084,Mobile-Mobile,Tower_Delhi_Central
229,9012345678,9876543210,2024-01-03T10:52:00,1001,Mobile-Mobile,Tower_Delhi_Central
230,9012345678,9876543210,2024-01-03T01:54:00,959,Mobile-Mobile,Tower_Delhi_Central
231,9012345678,9876543210,2024-01-03T17:01:00,91,Mobile-Mobile,Tower_UP_Kanpur
232,9012345678,9876543210,2024-01-03T01:47:00,503,Mobile-Mobile,Tower_UP_Kanpur
233,9012345678,9876543210,2024-01-03T12:38:00,35,Mobile-Mobile,Tower_Delhi_Central
234,8765432109,8912345678,2024-01-03T23:55:00,457,Mobile-Mobile,Tower_UP_Kanpur
235,8765432109,8912345678,2024-01-03T02:56:00,770,Mobile-Mobile,Tower_Mumbai_Central
236,8765432109,8912345678,2024-01-03T03:09:00,1150,Mobile-Mobile,Tower_UP_Kanpur
237,8765432109,8912345678,2024-01-03T18:53:00,566,Mobile-Mobile,Tower_Mumbai_Central
238,8765432109,8912345678,2024-01-03T15:39:00,181,Mobile-Mobile,Tower_Bangalore
239,8765432109,8912345678,2024-01-03T01:10:00,926,Mobile-Mobile,Tower_UP_Kanpur
240,8765432109,8912345678,2024-01-03T03:08:00,216,Mobile-Mobile,Tower_Mumbai_Central
241,8765432109,8912345678,2024-01-03T10:47:00,855,Mobile-Mobile,Tower_Mumbai_Central
242,8765432109,8912345678,2024-01-03T03:08:00,623,Mobile-Mobile,Tower_Mumbai_Central
243,8765432109,8912345678,2024-01-03T17:07:00,1068,Mobile-Mobile,Tower_Mumbai_Central
244,8765432109,8912345678,2024-01-03T20:25:00,595,Mobile-Mobile,Tower_Mumbai_Central
245,8765432109,8912345678,2024-01-03T17:31:00,76,Mobile-Mobile,Tower_Bangalore
246,8765432109,6543210987,2024-01-03T23:10:00,1161,Mobile-Mobile,Tower_Delhi_Central
247,8765432109,6543210987,2024-01-03T20:03:00,499,Mobile-Mobile,Tower_UP_Kanpur
248,8765432109,6543210987,2024-01-03T20:40:00,81,Mobile-Mobile,Tower_Mumbai_Central
249,8765432109,6543210987,2024-01-03T01:41:00,522,Mobile-Mobile,Tower_Delhi_Central
250,8765432109,6543210987,2024-01-03T09:00:00,905,Mobile-Mobile,Tower_Delhi_Central
251,8765432109,6543210987,2024-01-03T23:59:00,716,Mobile-Mobile,Tower_UP_Kanpur
252,8765432109,6543210987,2024-01-03T21:27:00,603,Mobile-Mobile,Tower_Mumbai_Central
253,8765432109,6543210987,2024-01-03T02:10:00,843,Mobile-Mobile,Tower_Bangalore
254,8765432109,6543210987,2024-01-03T14:22:00,680,Mobile-Mobile,Tower_Mumbai_Central
255,8765432109,6543210987,2024-01-03T19:30:00,660,Mobile-Mobile,Tower_Bangalore
256,7654321098,7123456789,2024-01-03T23:59:00,627,Mobile-Mobile,Tower_Mumbai_Central
257,7654321098,7123456789,2024-01-03T02:13:00,878,Mobile-Mobile,Tower_Mumbai_Central
258,7654321098,7123456789,2024-01-03T18:47:00,1093,Mobile-Mobile,Tower_Mumbai_Central
259,7654321098,7123456789,2024-01-03T17:59:00,245,Mobile-Mobile,Tower_Bangalore
260,7654321098,7123456789,2024-01-03T15:54:00,891,Mobile-Mobile,Tower_UP_Kanpur
261,7654321098,7123456789,2024-01-03T03:08:00,774,Mobile-Mobile,Tower_Mumbai_Central
262,7654321098,7123456789,2024-01-03T01:22:00,826,Mobile-Mobile,Tower_UP_Kanpur
263,7654321098,7123456789,2024-01-03T09:15:00,237,Mobile-Mobile,Tower_Mumbai_Central
264,7654321098,7123456789,2024-01-03T16:12:00,732,Mobile-Mobile,Tower_Bangalore
265,7654321098,7123456789,2024-01-03T17:12:00,828,Mobile-Mobile,Tower_Bangalore
266,7654321098,7123456789,2024-01-03T20:38:00,659,Mobile-Mobile,Tower_UP_Kanpur
267,7654321098,7123456789,2024-01-03T09:05:00,726,Mobile-Mobile,Tower_Delhi_Central
268,7654321098,7123456789,2024-01-03T19:31:00,425,Mobile-Mobile,Tower_Mumbai_Central
269,7123456789,7654321098,2024-01-03T01:42:00,629,Mobile-Mobile,Tower_Delhi_Central
270,7123456789,7654321098,2024-01-03T02:32:00,1165,Mobile-Mobile,Tower_Bangalore
271,7123456789,7654321098,2024-01-03T20:37:00,1126,Mobile-Mobile,Tower_Mumbai_Central
272,7123456789,7654321098,2024-01-03T23:03:00,885,Mobile-Mobile,Tower_Bangalore
273,7123456789,7654321098,2024-01-03T12:01:00,475,Mobile-Mobile,Tower_Delhi_Central
274,7123456789,7654321098,2024-01-03T18:28:00,545,Mobile-Mobile,Tower_UP_Kanpur
275,7123456789,7654321098,2024-01-03T03:07:00,997,Mobile-Mobile,Tower_Delhi_Central
276,7123456789,7654321098,2024-01-03T03:18:00,500,Mobile-Mobile,Tower_UP_Kanpur
277,7123456789,7654321098,2024-01-03T14:57:00,798,Mobile-Mobile,Tower_Delhi_Central
278,7123456789,7654321098,2024-01-03T03:18:00,740,Mobile-Mobile,Tower_Mumbai_Central
279,7123456789,7654321098,2024-01-03T13:50:00,425,Mobile-Mobile,Tower_Delhi_Central
280,7123456789,7654321098,2024-01-03T01:22:00,595,Mobile-Mobile,Tower_UP_Kanpur
281,7123456789,7654321098,2024-01-03T13:36:00,883,Mobile-Mobile,Tower_Bangalore
282,6543210987,6234567890,2024-01-03T18:41:00,1129,Mobile-Mobile,Tower_Bangalore
